Susceptible,Exposed,Infected,Recovered,Vaccinated,Failed vaccination,Dead
10044.270226622433,7.082889627914132,0.0,0.0,25.241152530500095,0.0,33.83656384584201
10007.252878080397,11.424802131058344,0.0,0.0,6.439644004410445,12.882704862021894,0.0
10018.357905312561,0.0,0.0,45.51096927816653,3.998656550133509,0.0,29.45442563853687
9929.897958289635,28.01509401349277,0.0,0.0,55.21229937804958,57.9809715415524,0.0
9965.428691272302,8.673256525912052,38.05061787768271,9.331169904851592,40.851367679144715,7.47377791074083,0.6187511161498007
9949.211364639796,19.453916976936302,0.0,0.0,77.91743965083317,30.335230207065063,0.0
9957.265200409387,4.0045797552435936,0.0,0.0,41.15262157094689,6.966349998913476,0.0
9960.895648772823,0.0,0.0,0.0,56.59511007568914,8.9062042466245,8.68490386676299
9913.849267672229,0.0,0.0,0.28654338796256207,100.9566836395441,3.4157094272184594,56.569581095221494
9923.94224949282,0.0,7.284852409307177,0.0,59.21067058348498,42.8920092829016,10.955099823161625
9886.356186007872,32.09109688716913,14.654445850735396,0.0,102.38212100970182,14.834221412964357,0.0
9903.036741400083,2.4091664649270164,0.0,6.719976092877932,99.53557774972687,39.016466875764465,0.0
9915.089471643134,0.0,0.0,0.0,85.04937640928742,46.64897358408191,41.243885645229255
9875.9886729953,51.94255785579797,11.567068245229098,0.0,111.37979820314598,0.0,33.16658781361499
9861.533233943674,0.0,0.0,0.0,98.07557228508136,23.471754226669926,21.686543752047342
9845.853746462102,0.0,0.0,0.0,78.85828151594802,4.4866409121182755,0.0
9857.384180119383,2.177866499805483,13.37615396600713,76.38530243866931,158.1546604733139,31.93189219545748,0.0
9845.054006892837,56.049165583617146,0.0,44.48420384425734,151.00908634082145,53.419559703483344,34.14030995758645
9836.096673376122,22.331979341088754,25.983613057605574,0.0,157.51863246316884,45.47158895969636,24.857248739118628
9799.56203139932,0.0,37.736370943896596,0.0,189.4143434642961,27.122878500508843,0.0
9797.293124380023,0.0,8.458210210818207,0.0,134.90981085654042,12.143094306785999,0.0
9784.629061637983,0.0,8.237917699433897,0.0,201.76804914350686,36.936459491167675,8.969108415721974
