Susceptible,Exposed,Infected,Recovered,Vaccinated,Failed vaccination,Dead
9967.45532702544,52.35639262795079,0.0,13.238696377802983,27.349244766132475,0.0,15.721603525482386
10023.811373575105,0.0,10.529645537694467,18.519559385952967,0.0,0.0,9.279878690667022
9984.225859760112,60.471874201105855,32.1127662728238,1.645173408517528,0.5745094297069695,0.0,25.84310260026994
9985.856460184714,0.0,2.6166713141239755,0.0,65.74875805615646,0.0,15.254106280550936
10007.089173525988,32.56810264710613,0.0,0.0,0.0,0.22704120837726016,19.95634143783575
9941.831959386192,11.642449736274422,21.064218703769995,0.0,37.12836486843573,3.8235488073592077,31.6989737868652
9959.137101781353,40.901642901058175,0.0,0.0,60.199106832320055,49.861960511673374,0.0
9907.724073794858,0.0,40.23475225167272,32.16137216946865,62.46505956914825,50.67292535404832,0.0
9932.241167638987,59.39446808368537,11.035114575742183,23.5434773092717,98.79746162919216,37.77486981912554,0.0
9890.158744151939,0.0,41.009606233203385,23.817865539468663,70.77792571525066,22.637536134885245,12.957068308736265
9953.831464032466,25.303533184783223,12.783298943449381,10.077932981098325,66.59930523945908,65.12638150584313,3.076732866861188
9888.749095080992,32.95133657839674,0.0,32.96862425925432,36.624696255785,37.662490013357036,44.31972163406124
9916.455885948984,42.81135263424254,0.0,24.366037581057057,122.01182273217721,20.2683598801546,16.54030894120079
9897.9891440481,22.712787698243556,0.0,22.38036459978524,80.72680437664972,46.484955013284726,0.0
9850.22988639879,22.293943929297292,0.0,0.0,122.88634124062187,34.55904771502928,0.0
9828.904779523926,0.0,41.166898274663566,0.0,92.99714465780795,64.52850221986475,43.64955165491835
9828.225475835288,7.245894044713953,68.24679922453511,14.483234649043348,63.84600384297375,48.93252028784672,0.0
9817.216052350374,59.575183449016734,46.163004243424865,8.116992877751564,131.62798840649984,100.8777504289445,5.529998317901145
9813.251259329008,0.0,0.0,13.079230933469816,115.9519561125717,78.5834485441174,54.82746906979652
9815.316798694324,25.23760767823614,34.08052963694435,33.506362689205545,158.98123662212325,96.18927577366185,6.343760682389335
9807.213644673617,22.036226291468047,7.86618711337945,3.303687861914904,107.82334145053225,80.75520758751354,22.05853480186139
9771.881689207929,18.064443222735495,0.0,4.056158375003429,134.82088565258846,113.60878171878858,44.325604302246
9799.097492927263,27.828085884828425,0.0,3.9272386537929673,135.9660362011803,149.74786210533057,15.687853299580896
9766.330108320215,18.134698317453214,0.0,0.0,160.13245908360318,100.09925250376055,26.09288637740236
9743.26817309244,19.240780392542902,46.89653779547861,69.52452553108681,181.11579736915976,64.7326178267745,0.0
9782.977882206731,36.709740669349074,63.69345690297278,3.6554875052978133,166.56053477552717,101.10832287333555,56.34935928676629
9713.132442542244,0.0,49.4408869794209,16.049730491860647,215.0339263993344,129.46195494827066,45.63135037321347
9760.190034521696,36.21799158668536,0.0,0.0,183.85023287233503,137.26131927389798,19.426943544736506
9709.360219516904,65.79389058881199,63.105400594843964,50.534890108199534,183.81643312137638,84.3988248681338,24.756475233827143
9653.902400651037,19.181358346046284,77.42676867489641,16.645766968985782,205.3025184533178,81.14530333557299,0.0
9603.844779519924,83.13475573138464,55.74012920520606,20.79217096784689,183.91676326496247,92.50514118078655,9.269972454374505
9637.340594762758,41.31657944991625,26.434714635443513,23.406808062521097,213.79888025455685,94.98336599125444,43.05395275636684
9593.90476215048,55.223742418013856,63.35303857347519,58.072855043339146,205.64904932027468,76.010955389286,0.0
9603.713941543443,52.811724785894256,57.587014254818314,29.585425344344408,255.55013931723101,152.21653890021918,9.895844199330186
9537.69020878495,98.63489054520899,83.85429364634902,0.0,240.07521140518799,85.45677724609658,43.86669600596626
9520.83168512649,108.51607369488985,81.30260745298901,58.02226962358911,270.00853243093906,98.16989431870815,23.529493054805908
9469.180175383346,128.63481093783517,73.67461143319017,50.705712986416906,229.47735617528897,140.81399303529898,42.431461214135894
9467.082735882515,162.72235109119876,91.6493156531089,26.025487256184668,238.76068838685873,117.13468605526782,5.247121274468526
9416.470226232059,115.42716328439913,99.78296724850163,76.94566533243633,254.29864134149503,132.79412555459032,53.2856445829357
9375.880227416164,182.488957125519,129.13261144602714,54.750941635180915,246.39735169820366,93.24884186915773,11.190196022512168
9383.912577409465,133.21680753579898,99.22725627011565,43.301303306319056,271.90058753763907,133.41579350791912,28.298124028986344
9276.407404805163,142.77460744499297,177.17055211287058,54.77439070595245,272.21588927997,135.72583246854947,70.15511467940581
9245.973223500707,197.18013692571526,174.60660644042514,91.27408963294044,250.7659150865211,111.87636808307862,60.902023127637456
9177.096913510215,172.8370550366339,195.63843480993017,68.53106045816543,244.08502338025974,156.5140792871115,92.21429472694311
9131.071629658334,254.1279687783446,193.4793419221817,79.01628987171314,285.73360164539076,159.768154064906,45.44441807666501
9038.833628901826,274.30625906638403,209.32513559484744,88.52599896707918,297.3815264319768,132.24784000136694,66.80641125038423
8955.440581219664,317.1594403863926,225.64583457984662,117.87952076875658,274.491538797354,158.05360880415503,88.21087796338121
8845.8556798811,351.73731539324746,280.38048166062435,109.42904363721459,322.8089989014134,152.97624444947866,78.13766448537882
