Susceptible,Exposed,Infected,Recovered,Vaccinated,Failed vaccination,Dead
9973.618940339184,29.841144868815928,17.95816892884956,8.608587509485346,4.59796905633551,0.0,40.941938201854235
9982.568492192302,3.3961996967350787,0.0,15.623130442264253,17.636244683779882,38.38307846589088,16.52774261019622
9936.633603171404,0.0,0.0,1.6689646706490078,90.72383398889355,22.171155600279818,0.0
9870.87518074695,0.0,0.0,25.665088901026795,118.99585991882543,8.96247426265657,0.0
9833.706152121746,21.098714557316207,0.0,15.107785896631832,93.55819164171572,27.68497451962712,48.51671861189337
9789.933791848547,0.0,41.69430413100503,16.55501856564714,186.70412470275107,46.05902644513459,3.5369294572542493
9807.506469591432,18.24664661544683,6.78287195476509,25.740208692747945,189.72443898994874,30.141038451505054,16.356383470011366
9718.08816525363,0.0,3.1786922096548453,22.154910619634386,206.57899574232005,49.37835727996263,10.599331723621162
9711.922955175489,10.651780051040223,16.90659733624137,0.22759546101015804,271.8215711965417,85.5250845162913,10.460280403225296
9641.955297454353,27.994236743247583,0.0,0.0,316.67411419640314,47.36031452646267,0.0
9629.965293857802,33.85542578943526,0.0,26.807267791424835,337.7348316304784,88.61582121563737,6.6107325283550615
9589.453982106492,1.221261401987121,0.0,18.70598478498631,356.7694643729102,23.44549471518548,56.480378062768
9565.238382180036,0.0,44.94216238021724,0.0,438.9825001065923,52.02491926162161,0.0
9493.89929428269,37.42887622366097,27.30236150381396,0.0,459.9083183006338,85.5053080534406,0.0
9495.785767104422,51.3212053273002,3.3284555416285393,15.953753828869827,500.9698127120874,92.77846065327662,0.0
9443.088351518425,30.44066126841773,0.0,0.0,532.5950745836647,82.34237053947591,0.0
9404.525349502674,30.417825886425742,21.462426144013378,0.0,581.3060865063251,73.84845667644285,29.106877675270624
9356.294977354553,4.437776303358388,38.48709035644524,0.0,578.9056127246147,67.89746202381086,47.695377840200244
9353.710714413302,16.90153331138948,0.0,0.0,599.5956383156989,95.0010976893198,0.0
9303.335860975887,0.0,5.455669414606758,5.948814366530444,635.2097266182898,85.81748615296505,0.0
9302.271750718839,0.0,0.0,68.64180458983395,680.9590724197843,133.9746793695402,40.962274537892384
